Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
9.12,Low Sugar,0.017,Soft Drinks,153.09,1998,Small,Tier 3,Food Mart
13.31,Low Sugar,0.053,Baking Goods,168.1,1987,High,Tier 2,Supermarket Type1
14.15,No Sugar,0.126,Health and Hygiene,155.8,2009,Medium,Tier 2,Supermarket Type2
8.9,Regular,0.066,Breads,109.33,1987,High,Tier 2,Supermarket Type1
8.73,No Sugar,0.083,Health and Hygiene,114.76,1998,Small,Tier 3,Food Mart
14.68,Low Sugar,0.162,Fruits and Vegetables,115.68,2009,Medium,Tier 2,Supermarket Type2
11.8,Regular,0.112,Snack Foods,142.17,2009,Medium,Tier 2,Supermarket Type2
10.24,Low Sugar,0.056,Fruits and Vegetables,114.45,1998,Small,Tier 3,Food Mart
13.42,Regular,0.089,Fruits and Vegetables,162.27,2009,Medium,Tier 2,Supermarket Type2
13.56,Regular,0.017,Frozen Foods,150.12,2009,Medium,Tier 2,Supermarket Type2
16.14,Low Sugar,0.112,Soft Drinks,198.44,1999,Medium,Tier 1,Departmental Store
11.43,Low Sugar,0.228,Fruits and Vegetables,137.91,2009,Medium,Tier 2,Supermarket Type2
9.22,Regular,0.038,Frozen Foods,143.8,2009,Medium,Tier 2,Supermarket Type2
15.72,Regular,0.074,Fruits and Vegetables,150.69,1999,Medium,Tier 1,Departmental Store
11.76,Regular,0.093,Canned,169.01,1998,Small,Tier 3,Food Mart
16.59,Low Sugar,0.053,Soft Drinks,206.71,1999,Medium,Tier 1,Departmental Store
12.76,No Sugar,0.157,Health and Hygiene,146.07,2009,Medium,Tier 2,Supermarket Type2
13.38,Low Sugar,0.035,Fruits and Vegetables,135.53,2009,Medium,Tier 2,Supermarket Type2
12.85,Low Sugar,0.086,Baking Goods,148.49,2009,Medium,Tier 2,Supermarket Type2
14.45,Regular,0.021,Dairy,196.06,1987,High,Tier 2,Supermarket Type1
11.29,Regular,0.084,Baking Goods,96.76,1998,Small,Tier 3,Food Mart
14.14,Low Sugar,0.011,Baking Goods,159.49,1987,High,Tier 2,Supermarket Type1
13.36,No Sugar,0.015,Others,178.89,1999,Medium,Tier 1,Departmental Store
11.25,Low Sugar,0.142,Baking Goods,101.79,1998,Small,Tier 3,Food Mart
12.79,No Sugar,0.076,Household,136.98,2009,Medium,Tier 2,Supermarket Type2
12.68,Regular,0.137,Canned,187.68,1999,Medium,Tier 1,Departmental Store
9.64,Low Sugar,0.094,Baking Goods,160.96,2009,Medium,Tier 2,Supermarket Type2
10.56,Regular,0.009,Dairy,106.88,1998,Small,Tier 3,Food Mart
12.12,Low Sugar,0.099,Fruits and Vegetables,152.1,2009,Medium,Tier 2,Supermarket Type2
10.9,reg,0.066,Snack Foods,155.17,2009,Medium,Tier 2,Supermarket Type2
12.92,Low Sugar,0.017,Baking Goods,133.41,2009,Medium,Tier 2,Supermarket Type2
12.45,Low Sugar,0.057,Meat,114.21,2009,Medium,Tier 2,Supermarket Type2
13.64,Low Sugar,0.044,Soft Drinks,174.57,1999,Medium,Tier 1,Departmental Store
10.69,Low Sugar,0.033,Dairy,152.95,2009,Medium,Tier 2,Supermarket Type2
8.49,Regular,0.052,Baking Goods,108.7,1998,Small,Tier 3,Food Mart
14.32,Regular,0.075,Baking Goods,154.88,2009,Medium,Tier 2,Supermarket Type2
14.25,Regular,0.012,Meat,152.66,2009,Medium,Tier 2,Supermarket Type2
13.4,Low Sugar,0.112,Fruits and Vegetables,138.94,2009,Medium,Tier 2,Supermarket Type2
12.89,Regular,0.072,Breakfast,120.8,2009,Medium,Tier 2,Supermarket Type2
14.97,No Sugar,0.118,Health and Hygiene,166.95,1999,Medium,Tier 1,Departmental Store
13.83,Low Sugar,0.052,Canned,122.34,2009,Medium,Tier 2,Supermarket Type2
12.68,Low Sugar,0.094,Frozen Foods,142.13,2009,Medium,Tier 2,Supermarket Type2
13.8,Low Sugar,0.173,Dairy,159.88,2009,Medium,Tier 2,Supermarket Type2
13.8,Low Sugar,0.015,Fruits and Vegetables,163.96,1987,High,Tier 2,Supermarket Type1
14.64,Regular,0.033,Fruits and Vegetables,205.15,1999,Medium,Tier 1,Departmental Store
10.4,Low Sugar,0.07,Snack Foods,161.33,2009,Medium,Tier 2,Supermarket Type2
17.48,Low Sugar,0.041,Breads,223.98,1999,Medium,Tier 1,Departmental Store
9.16,Regular,0.064,Snack Foods,155.97,2009,Medium,Tier 2,Supermarket Type2
12.25,Low Sugar,0.061,Baking Goods,164.38,2009,Medium,Tier 2,Supermarket Type2
9.36,No Sugar,0.026,Household,149.56,2009,Medium,Tier 2,Supermarket Type2
9.03,Low Sugar,0.021,Frozen Foods,119.89,1998,Small,Tier 3,Food Mart
11.43,Low Sugar,0.028,Soft Drinks,174.7,2009,Medium,Tier 2,Supermarket Type2
11.92,Low Sugar,0.053,Fruits and Vegetables,138.27,2009,Medium,Tier 2,Supermarket Type2
11.41,Low Sugar,0.031,Frozen Foods,112.43,1987,High,Tier 2,Supermarket Type1
13.1,Low Sugar,0.039,Canned,123.62,2009,Medium,Tier 2,Supermarket Type2
11.73,No Sugar,0.066,Household,137.3,2009,Medium,Tier 2,Supermarket Type2
12.53,No Sugar,0.123,Household,141.93,2009,Medium,Tier 2,Supermarket Type2
14.17,No Sugar,0.045,Health and Hygiene,180.95,1999,Medium,Tier 1,Departmental Store
13.9,Low Sugar,0.042,Frozen Foods,143.41,2009,Medium,Tier 2,Supermarket Type2
12.71,Low Sugar,0.093,Fruits and Vegetables,147.6,2009,Medium,Tier 2,Supermarket Type2
15.27,Low Sugar,0.066,Fruits and Vegetables,142.28,2009,Medium,Tier 2,Supermarket Type2
13.24,No Sugar,0.128,Health and Hygiene,136.87,2009,Medium,Tier 2,Supermarket Type2
13.56,Low Sugar,0.033,Baking Goods,105.73,2009,Medium,Tier 2,Supermarket Type2
14.45,Regular,0.024,Snack Foods,86.51,2009,Medium,Tier 2,Supermarket Type2
12.29,Low Sugar,0.1,Snack Foods,101.8,1987,High,Tier 2,Supermarket Type1
12.36,No Sugar,0.106,Others,106.18,2009,Medium,Tier 2,Supermarket Type2
15.94,No Sugar,0.067,Household,176.93,1987,High,Tier 2,Supermarket Type1
13.2,No Sugar,0.033,Household,160.93,2009,Medium,Tier 2,Supermarket Type2
11.95,No Sugar,0.062,Household,168.29,2009,Medium,Tier 2,Supermarket Type2
11.74,Low Sugar,0.057,Dairy,169.77,2009,Medium,Tier 2,Supermarket Type2
12.7,Regular,0.131,Fruits and Vegetables,201.4,1987,High,Tier 2,Supermarket Type1
9.37,Low Sugar,0.019,Meat,108.18,1998,Small,Tier 3,Food Mart
13.25,Low Sugar,0.115,Breakfast,142.45,2009,Medium,Tier 2,Supermarket Type2
10.92,No Sugar,0.156,Household,80.69,1998,Small,Tier 3,Food Mart
10.94,Low Sugar,0.113,Dairy,106.85,1998,Small,Tier 3,Food Mart
7.94,Low Sugar,0.014,Dairy,101.99,1998,Small,Tier 3,Food Mart
15.18,Regular,0.051,Soft Drinks,182.44,1987,High,Tier 2,Supermarket Type1
13.57,Regular,0.171,Canned,149.05,2009,Medium,Tier 2,Supermarket Type2
9.83,Low Sugar,0.184,Fruits and Vegetables,141.63,2009,Medium,Tier 2,Supermarket Type2
9.72,Regular,0.054,Baking Goods,129.03,1987,High,Tier 2,Supermarket Type1
16.38,Low Sugar,0.044,Snack Foods,206.95,1999,Medium,Tier 1,Departmental Store
12.3,Low Sugar,0.185,Dairy,153.99,2009,Medium,Tier 2,Supermarket Type2
12.22,Low Sugar,0.029,Fruits and Vegetables,165.36,2009,Medium,Tier 2,Supermarket Type2
14.46,Low Sugar,0.114,Canned,129.24,2009,Medium,Tier 2,Supermarket Type2
11.67,No Sugar,0.094,Others,160.0,2009,Medium,Tier 2,Supermarket Type2
10.79,Low Sugar,0.022,Snack Foods,134.34,2009,Medium,Tier 2,Supermarket Type2
14.59,Low Sugar,0.02,Dairy,149.52,2009,Medium,Tier 2,Supermarket Type2
11.36,No Sugar,0.12,Health and Hygiene,108.46,1987,High,Tier 2,Supermarket Type1
11.81,Low Sugar,0.082,Dairy,104.35,1987,High,Tier 2,Supermarket Type1
9.77,Low Sugar,0.125,Canned,133.15,2009,Medium,Tier 2,Supermarket Type2
12.61,Low Sugar,0.048,Fruits and Vegetables,214.03,1987,High,Tier 2,Supermarket Type1
12.08,No Sugar,0.056,Others,173.49,2009,Medium,Tier 2,Supermarket Type2
13.7,Regular,0.037,Snack Foods,120.04,2009,Medium,Tier 2,Supermarket Type2
10.19,Regular,0.113,Baking Goods,171.99,2009,Medium,Tier 2,Supermarket Type2
12.22,No Sugar,0.073,Household,125.07,2009,Medium,Tier 2,Supermarket Type2
13.26,Low Sugar,0.054,Meat,103.43,2009,Medium,Tier 2,Supermarket Type2
12.84,Regular,0.035,Canned,136.82,2009,Medium,Tier 2,Supermarket Type2
12.99,Low Sugar,0.121,Fruits and Vegetables,210.15,1987,High,Tier 2,Supermarket Type1
17.02,No Sugar,0.027,Household,124.67,2009,Medium,Tier 2,Supermarket Type2
14.46,Low Sugar,0.061,Snack Foods,188.66,1987,High,Tier 2,Supermarket Type1
16.7,Low Sugar,0.027,Baking Goods,195.8,1999,Medium,Tier 1,Departmental Store
10.99,Low Sugar,0.082,Snack Foods,98.81,1998,Small,Tier 3,Food Mart
13.73,Regular,0.057,Seafood,165.03,1987,High,Tier 2,Supermarket Type1
13.96,Low Sugar,0.01,Snack Foods,166.25,1987,High,Tier 2,Supermarket Type1
12.02,Low Sugar,0.117,Frozen Foods,150.87,2009,Medium,Tier 2,Supermarket Type2
14.07,Low Sugar,0.042,Baking Goods,184.24,1987,High,Tier 2,Supermarket Type1
15.66,Low Sugar,0.075,Fruits and Vegetables,175.18,1987,High,Tier 2,Supermarket Type1
8.2,Regular,0.078,Snack Foods,126.68,1998,Small,Tier 3,Food Mart
10.77,Low Sugar,0.061,Snack Foods,155.17,2009,Medium,Tier 2,Supermarket Type2
11.44,Regular,0.027,Baking Goods,144.18,2009,Medium,Tier 2,Supermarket Type2
10.56,Regular,0.151,Snack Foods,119.23,1987,High,Tier 2,Supermarket Type1
15.17,No Sugar,0.01,Household,167.63,1999,Medium,Tier 1,Departmental Store
10.79,Low Sugar,0.015,Fruits and Vegetables,106.14,1998,Small,Tier 3,Food Mart
12.24,Low Sugar,0.072,Frozen Foods,157.59,2009,Medium,Tier 2,Supermarket Type2
11.96,Regular,0.21,Snack Foods,189.37,1987,High,Tier 2,Supermarket Type1
12.74,Low Sugar,0.064,Frozen Foods,182.38,1987,High,Tier 2,Supermarket Type1
14.63,Low Sugar,0.044,Dairy,110.11,2009,Medium,Tier 2,Supermarket Type2
15.45,No Sugar,0.058,Health and Hygiene,115.99,2009,Medium,Tier 2,Supermarket Type2
10.08,Low Sugar,0.206,Frozen Foods,165.9,2009,Medium,Tier 2,Supermarket Type2
14.2,Low Sugar,0.035,Fruits and Vegetables,170.12,1999,Medium,Tier 1,Departmental Store
12.05,Low Sugar,0.09,Snack Foods,152.19,2009,Medium,Tier 2,Supermarket Type2
10.76,Regular,0.038,Snack Foods,79.01,1998,Small,Tier 3,Food Mart
10.5,Low Sugar,0.041,Meat,95.15,1998,Small,Tier 3,Food Mart
13.78,No Sugar,0.022,Household,175.16,1999,Medium,Tier 1,Departmental Store
12.75,Low Sugar,0.091,Snack Foods,145.24,2009,Medium,Tier 2,Supermarket Type2
13.97,Low Sugar,0.121,Baking Goods,170.29,1999,Medium,Tier 1,Departmental Store
9.13,Low Sugar,0.027,Fruits and Vegetables,121.09,1998,Small,Tier 3,Food Mart
14.67,Low Sugar,0.02,Dairy,143.9,2009,Medium,Tier 2,Supermarket Type2
14.48,Low Sugar,0.137,Canned,207.57,1999,Medium,Tier 1,Departmental Store
12.62,Low Sugar,0.049,Frozen Foods,119.51,2009,Medium,Tier 2,Supermarket Type2
11.43,Regular,0.079,Snack Foods,156.09,2009,Medium,Tier 2,Supermarket Type2
13.5,Low Sugar,0.044,Fruits and Vegetables,186.3,1999,Medium,Tier 1,Departmental Store
14.86,Regular,0.027,Meat,146.48,2009,Medium,Tier 2,Supermarket Type2
15.38,No Sugar,0.031,Household,161.11,1999,Medium,Tier 1,Departmental Store
8.7,Regular,0.028,Fruits and Vegetables,111.26,1998,Small,Tier 3,Food Mart
14.94,Low Sugar,0.067,Snack Foods,181.94,1987,High,Tier 2,Supermarket Type1
10.12,Regular,0.175,Canned,120.08,1987,High,Tier 2,Supermarket Type1
12.24,Regular,0.023,Starchy Foods,107.71,2009,Medium,Tier 2,Supermarket Type2
14.3,Low Sugar,0.14,Dairy,199.39,1987,High,Tier 2,Supermarket Type1
12.84,Low Sugar,0.024,Frozen Foods,201.1,1987,High,Tier 2,Supermarket Type1
12.64,Regular,0.031,Dairy,162.45,2009,Medium,Tier 2,Supermarket Type2
9.87,Low Sugar,0.033,Fruits and Vegetables,123.13,1987,High,Tier 2,Supermarket Type1
14.38,Low Sugar,0.009,Fruits and Vegetables,114.96,2009,Medium,Tier 2,Supermarket Type2
13.97,No Sugar,0.047,Others,119.68,2009,Medium,Tier 2,Supermarket Type2
11.67,Low Sugar,0.035,Snack Foods,183.87,1999,Medium,Tier 1,Departmental Store
16.0,Low Sugar,0.053,Seafood,229.49,1999,Medium,Tier 1,Departmental Store
13.52,Low Sugar,0.036,Fruits and Vegetables,77.36,1998,Small,Tier 3,Food Mart
15.34,Regular,0.092,Snack Foods,139.39,2009,Medium,Tier 2,Supermarket Type2
19.14,Low Sugar,0.103,Hard Drinks,216.81,1999,Medium,Tier 1,Departmental Store
13.67,Regular,0.151,Snack Foods,168.3,1987,High,Tier 2,Supermarket Type1
13.0,Low Sugar,0.12,Dairy,171.38,1987,High,Tier 2,Supermarket Type1
13.02,Regular,0.061,Fruits and Vegetables,151.74,2009,Medium,Tier 2,Supermarket Type2
10.72,Low Sugar,0.075,Meat,178.03,2009,Medium,Tier 2,Supermarket Type2
12.38,Low Sugar,0.039,Meat,145.95,2009,Medium,Tier 2,Supermarket Type2
14.93,No Sugar,0.064,Household,148.93,1987,High,Tier 2,Supermarket Type1
13.66,Low Sugar,0.028,Starchy Foods,197.68,1987,High,Tier 2,Supermarket Type1
12.45,Regular,0.054,Hard Drinks,126.01,2009,Medium,Tier 2,Supermarket Type2
11.55,No Sugar,0.024,Household,139.84,2009,Medium,Tier 2,Supermarket Type2
12.59,Low Sugar,0.023,Meat,141.77,2009,Medium,Tier 2,Supermarket Type2
11.85,Low Sugar,0.016,Meat,200.43,1987,High,Tier 2,Supermarket Type1
7.16,Low Sugar,0.021,Frozen Foods,103.64,1998,Small,Tier 3,Food Mart
10.25,Low Sugar,0.117,Snack Foods,186.3,2009,Medium,Tier 2,Supermarket Type2
12.24,Low Sugar,0.123,Dairy,130.53,2009,Medium,Tier 2,Supermarket Type2
13.23,Low Sugar,0.191,Snack Foods,129.25,2009,Medium,Tier 2,Supermarket Type2
14.9,No Sugar,0.018,Household,145.98,2009,Medium,Tier 2,Supermarket Type2
13.36,Regular,0.04,Fruits and Vegetables,113.38,2009,Medium,Tier 2,Supermarket Type2
13.35,Low Sugar,0.044,Fruits and Vegetables,203.4,1987,High,Tier 2,Supermarket Type1
10.78,Low Sugar,0.178,Frozen Foods,86.3,1998,Small,Tier 3,Food Mart
13.4,Regular,0.079,Soft Drinks,211.17,1987,High,Tier 2,Supermarket Type1
12.64,No Sugar,0.061,Health and Hygiene,160.89,2009,Medium,Tier 2,Supermarket Type2
14.72,Low Sugar,0.168,Soft Drinks,142.38,2009,Medium,Tier 2,Supermarket Type2
14.07,Low Sugar,0.014,Hard Drinks,190.42,1987,High,Tier 2,Supermarket Type1
13.31,Regular,0.011,Soft Drinks,171.77,1987,High,Tier 2,Supermarket Type1
14.11,Low Sugar,0.208,Soft Drinks,155.56,2009,Medium,Tier 2,Supermarket Type2
11.27,Regular,0.047,Meat,136.46,2009,Medium,Tier 2,Supermarket Type2
10.66,Low Sugar,0.049,Fruits and Vegetables,129.8,2009,Medium,Tier 2,Supermarket Type2
10.73,Low Sugar,0.044,Frozen Foods,109.2,1998,Small,Tier 3,Food Mart
12.63,No Sugar,0.045,Health and Hygiene,156.96,2009,Medium,Tier 2,Supermarket Type2
12.63,Regular,0.009,Canned,142.0,2009,Medium,Tier 2,Supermarket Type2
11.52,Regular,0.023,Frozen Foods,177.78,2009,Medium,Tier 2,Supermarket Type2
8.65,No Sugar,0.119,Household,140.56,1987,High,Tier 2,Supermarket Type1
12.2,Regular,0.045,Snack Foods,134.63,2009,Medium,Tier 2,Supermarket Type2
8.53,Regular,0.066,Fruits and Vegetables,85.88,1999,Medium,Tier 1,Departmental Store
11.69,No Sugar,0.035,Others,183.71,2009,Medium,Tier 2,Supermarket Type2
17.14,Regular,0.127,Starchy Foods,225.33,1999,Medium,Tier 1,Departmental Store
10.63,No Sugar,0.129,Household,105.06,1987,High,Tier 2,Supermarket Type1
13.37,Low Sugar,0.067,Fruits and Vegetables,135.98,2009,Medium,Tier 2,Supermarket Type2
12.17,Low Sugar,0.173,Snack Foods,79.19,1998,Small,Tier 3,Food Mart
13.35,Regular,0.067,Dairy,139.96,2009,Medium,Tier 2,Supermarket Type2
8.55,Regular,0.123,Snack Foods,90.0,1998,Small,Tier 3,Food Mart
15.27,Low Sugar,0.108,Frozen Foods,159.79,1999,Medium,Tier 1,Departmental Store
10.7,Low Sugar,0.041,Seafood,86.35,1998,Small,Tier 3,Food Mart
13.39,No Sugar,0.019,Others,176.72,1999,Medium,Tier 1,Departmental Store
14.52,Low Sugar,0.061,Fruits and Vegetables,130.67,2009,Medium,Tier 2,Supermarket Type2
13.45,Regular,0.032,Canned,148.69,2009,Medium,Tier 2,Supermarket Type2
9.69,No Sugar,0.02,Health and Hygiene,71.35,1987,High,Tier 2,Supermarket Type1
14.81,Regular,0.021,Baking Goods,108.1,2009,Medium,Tier 2,Supermarket Type2
12.95,Low Sugar,0.02,Soft Drinks,144.45,2009,Medium,Tier 2,Supermarket Type2
10.96,Low Sugar,0.011,Baking Goods,102.94,1998,Small,Tier 3,Food Mart
13.88,Low Sugar,0.036,Dairy,142.94,2009,Medium,Tier 2,Supermarket Type2
8.94,No Sugar,0.039,Health and Hygiene,92.18,1998,Small,Tier 3,Food Mart
16.65,Low Sugar,0.033,Snack Foods,162.26,1987,High,Tier 2,Supermarket Type1
13.17,Regular,0.034,Fruits and Vegetables,164.63,1998,Small,Tier 3,Food Mart
17.35,Low Sugar,0.191,Breakfast,188.77,1999,Medium,Tier 1,Departmental Store
9.99,Regular,0.118,Snack Foods,148.3,2009,Medium,Tier 2,Supermarket Type2
13.14,Low Sugar,0.042,Dairy,132.78,2009,Medium,Tier 2,Supermarket Type2
13.98,Regular,0.27,Dairy,121.45,2009,Medium,Tier 2,Supermarket Type2
13.67,Regular,0.026,Snack Foods,169.48,1987,High,Tier 2,Supermarket Type1
13.25,Regular,0.05,Meat,102.22,2009,Medium,Tier 2,Supermarket Type2
13.82,Regular,0.022,Dairy,164.8,1987,High,Tier 2,Supermarket Type1
11.46,Low Sugar,0.03,Fruits and Vegetables,154.19,2009,Medium,Tier 2,Supermarket Type2
16.64,Low Sugar,0.074,Frozen Foods,177.15,1999,Medium,Tier 1,Departmental Store
11.86,No Sugar,0.042,Household,138.15,2009,Medium,Tier 2,Supermarket Type2
8.38,Low Sugar,0.038,Fruits and Vegetables,117.28,1998,Small,Tier 3,Food Mart
14.29,Regular,0.041,Snack Foods,184.99,1987,High,Tier 2,Supermarket Type1
14.03,Low Sugar,0.105,Meat,150.21,2009,Medium,Tier 2,Supermarket Type2
14.99,Low Sugar,0.089,Snack Foods,144.06,2009,Medium,Tier 2,Supermarket Type2
12.44,No Sugar,0.068,Household,143.3,2009,Medium,Tier 2,Supermarket Type2
10.37,Regular,0.069,Meat,122.83,1987,High,Tier 2,Supermarket Type1
12.23,Low Sugar,0.052,Snack Foods,160.56,2009,Medium,Tier 2,Supermarket Type2
13.34,Low Sugar,0.048,Frozen Foods,154.53,1999,Medium,Tier 1,Departmental Store
14.89,Regular,0.131,Canned,171.17,1999,Medium,Tier 1,Departmental Store
8.56,Low Sugar,0.035,Fruits and Vegetables,76.33,1998,Small,Tier 3,Food Mart
9.38,No Sugar,0.009,Household,96.4,1998,Small,Tier 3,Food Mart
13.64,Low Sugar,0.015,Snack Foods,173.34,1999,Medium,Tier 1,Departmental Store
13.66,Low Sugar,0.034,Dairy,113.31,2009,Medium,Tier 2,Supermarket Type2
13.44,Low Sugar,0.063,Baking Goods,150.64,2009,Medium,Tier 2,Supermarket Type2
10.69,No Sugar,0.171,Household,145.44,2009,Medium,Tier 2,Supermarket Type2
12.57,Low Sugar,0.036,Starchy Foods,196.84,1999,Medium,Tier 1,Departmental Store
10.38,Regular,0.164,Canned,146.6,2009,Medium,Tier 2,Supermarket Type2
10.66,Low Sugar,0.046,Fruits and Vegetables,107.51,1998,Small,Tier 3,Food Mart
15.46,Low Sugar,0.105,Fruits and Vegetables,105.02,2009,Medium,Tier 2,Supermarket Type2
17.03,Low Sugar,0.071,Breads,179.62,1999,Medium,Tier 1,Departmental Store
13.14,Regular,0.081,Canned,124.68,2009,Medium,Tier 2,Supermarket Type2
10.23,No Sugar,0.015,Health and Hygiene,169.62,2009,Medium,Tier 2,Supermarket Type2
14.12,No Sugar,0.059,Others,148.13,2009,Medium,Tier 2,Supermarket Type2
11.25,Low Sugar,0.048,Soft Drinks,140.27,2009,Medium,Tier 2,Supermarket Type2
17.38,Regular,0.164,Starchy Foods,150.7,1987,High,Tier 2,Supermarket Type1
10.29,Regular,0.036,Meat,202.9,1987,High,Tier 2,Supermarket Type1
12.07,Low Sugar,0.077,Meat,131.58,2009,Medium,Tier 2,Supermarket Type2
15.04,No Sugar,0.018,Others,135.55,2009,Medium,Tier 2,Supermarket Type2
15.18,Low Sugar,0.076,Soft Drinks,164.02,1999,Medium,Tier 1,Departmental Store
17.64,Low Sugar,0.024,Canned,188.22,1999,Medium,Tier 1,Departmental Store
14.48,Regular,0.093,Snack Foods,185.65,1987,High,Tier 2,Supermarket Type1
12.68,Low Sugar,0.043,Snack Foods,148.86,2009,Medium,Tier 2,Supermarket Type2
16.25,Low Sugar,0.046,Canned,192.27,1999,Medium,Tier 1,Departmental Store
11.71,Low Sugar,0.031,Dairy,143.47,2009,Medium,Tier 2,Supermarket Type2
12.62,Regular,0.085,Frozen Foods,139.89,2009,Medium,Tier 2,Supermarket Type2
12.7,Low Sugar,0.027,Soft Drinks,164.9,2009,Medium,Tier 2,Supermarket Type2
14.79,Regular,0.14,Baking Goods,148.09,2009,Medium,Tier 2,Supermarket Type2
10.49,Regular,0.087,Fruits and Vegetables,93.74,1998,Small,Tier 3,Food Mart
12.26,Regular,0.024,Fruits and Vegetables,133.16,2009,Medium,Tier 2,Supermarket Type2
9.99,Low Sugar,0.162,Frozen Foods,116.09,1998,Small,Tier 3,Food Mart
10.87,Low Sugar,0.033,Snack Foods,160.36,2009,Medium,Tier 2,Supermarket Type2
10.76,Low Sugar,0.007,Baking Goods,171.82,2009,Medium,Tier 2,Supermarket Type2
12.93,Regular,0.029,Snack Foods,130.35,2009,Medium,Tier 2,Supermarket Type2
11.48,Regular,0.035,Canned,166.51,2009,Medium,Tier 2,Supermarket Type2
15.67,Regular,0.045,Fruits and Vegetables,181.27,1987,High,Tier 2,Supermarket Type1
10.72,Low Sugar,0.068,Snack Foods,111.08,1998,Small,Tier 3,Food Mart
9.41,Regular,0.021,Seafood,54.64,1998,Small,Tier 3,Food Mart
10.73,Low Sugar,0.036,Snack Foods,126.43,2009,Medium,Tier 2,Supermarket Type2
10.74,Regular,0.039,Meat,164.21,2009,Medium,Tier 2,Supermarket Type2
9.63,Low Sugar,0.011,Dairy,125.43,1987,High,Tier 2,Supermarket Type1
8.89,Regular,0.076,Baking Goods,101.39,1998,Small,Tier 3,Food Mart
16.72,Low Sugar,0.101,Dairy,217.12,1999,Medium,Tier 1,Departmental Store
8.15,Low Sugar,0.065,Fruits and Vegetables,99.78,1998,Small,Tier 3,Food Mart
14.68,Low Sugar,0.076,Fruits and Vegetables,137.53,2009,Medium,Tier 2,Supermarket Type2
13.02,Regular,0.053,Frozen Foods,150.46,2009,Medium,Tier 2,Supermarket Type2
10.46,Low Sugar,0.103,Fruits and Vegetables,100.58,1998,Small,Tier 3,Food Mart
12.23,Low Sugar,0.05,Baking Goods,177.75,2009,Medium,Tier 2,Supermarket Type2
7.83,Regular,0.097,Fruits and Vegetables,125.42,1998,Small,Tier 3,Food Mart
10.61,No Sugar,0.03,Household,114.99,1987,High,Tier 2,Supermarket Type1
13.1,Low Sugar,0.078,Canned,145.5,2009,Medium,Tier 2,Supermarket Type2
9.61,Regular,0.042,Baking Goods,80.09,1998,Small,Tier 3,Food Mart
13.12,Regular,0.055,Canned,169.33,1987,High,Tier 2,Supermarket Type1
11.95,Low Sugar,0.038,Snack Foods,125.45,1998,Small,Tier 3,Food Mart
6.64,Low Sugar,0.009,Baking Goods,129.24,1998,Small,Tier 3,Food Mart
16.59,Low Sugar,0.039,Dairy,232.41,1999,Medium,Tier 1,Departmental Store
11.46,Low Sugar,0.067,Soft Drinks,146.59,2009,Medium,Tier 2,Supermarket Type2
13.81,Low Sugar,0.029,Fruits and Vegetables,156.77,2009,Medium,Tier 2,Supermarket Type2
10.28,Low Sugar,0.025,Canned,142.01,2009,Medium,Tier 2,Supermarket Type2
12.27,Regular,0.062,Snack Foods,158.12,2009,Medium,Tier 2,Supermarket Type2
10.99,No Sugar,0.053,Household,152.08,2009,Medium,Tier 2,Supermarket Type2
12.64,Low Sugar,0.053,Fruits and Vegetables,145.92,2009,Medium,Tier 2,Supermarket Type2
13.84,Low Sugar,0.089,Baking Goods,135.04,2009,Medium,Tier 2,Supermarket Type2
12.38,Low Sugar,0.046,Starchy Foods,138.81,2009,Medium,Tier 2,Supermarket Type2
11.75,Low Sugar,0.128,Baking Goods,152.69,2009,Medium,Tier 2,Supermarket Type2
13.99,Low Sugar,0.021,Fruits and Vegetables,210.21,1999,Medium,Tier 1,Departmental Store
8.12,Low Sugar,0.048,Breakfast,81.36,1998,Small,Tier 3,Food Mart
14.28,Low Sugar,0.01,Frozen Foods,153.35,2009,Medium,Tier 2,Supermarket Type2
11.99,Low Sugar,0.094,Fruits and Vegetables,125.16,2009,Medium,Tier 2,Supermarket Type2
14.02,Regular,0.045,Canned,144.69,2009,Medium,Tier 2,Supermarket Type2
12.42,Low Sugar,0.058,Fruits and Vegetables,131.64,2009,Medium,Tier 2,Supermarket Type2
15.39,Low Sugar,0.011,Baking Goods,159.13,1998,Small,Tier 3,Food Mart
15.86,No Sugar,0.047,Health and Hygiene,142.56,1987,High,Tier 2,Supermarket Type1
10.93,Low Sugar,0.073,Soft Drinks,145.92,2009,Medium,Tier 2,Supermarket Type2
10.79,Low Sugar,0.056,Fruits and Vegetables,113.32,1987,High,Tier 2,Supermarket Type1
13.79,Low Sugar,0.115,Starchy Foods,176.35,1999,Medium,Tier 1,Departmental Store
11.38,Low Sugar,0.125,Frozen Foods,175.82,2009,Medium,Tier 2,Supermarket Type2
14.08,No Sugar,0.026,Health and Hygiene,193.38,1987,High,Tier 2,Supermarket Type1
10.69,Low Sugar,0.12,Baking Goods,116.69,1987,High,Tier 2,Supermarket Type1
15.55,Regular,0.027,Soft Drinks,162.47,1999,Medium,Tier 1,Departmental Store
9.35,Low Sugar,0.064,Fruits and Vegetables,111.63,1998,Small,Tier 3,Food Mart
14.14,Regular,0.126,Meat,182.81,1987,High,Tier 2,Supermarket Type1
19.37,Low Sugar,0.099,Snack Foods,226.76,1999,Medium,Tier 1,Departmental Store
